City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
608,Sao Miguel Do Araguaia,BR,80.65,scattered clouds,-13.275,-50.1628,Hotel Executivo Palace
611,Popondetta,PG,73.71,overcast clouds,-8.7537,148.2534,Timos Transit House
612,Kalmunai,LK,78.44,broken clouds,7.4167,81.8167,VS Villa
613,Pasni,PK,71.53,clear sky,25.2631,63.471,Kashmiri Hotal
615,Kavaratti,IN,80.94,scattered clouds,10.5669,72.642,Hotels in Lakshadweep Islands
617,Kudahuvadhoo,MV,81.39,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
619,Puerto Narino,CO,87.75,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
620,Maumere,ID,79.52,light rain,-8.6199,122.2111,Sylvia Hotel
626,Abu Dhabi,AE,67.96,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
627,Tecoanapa,MX,82.8,broken clouds,16.5167,-98.75,Hotel Manglares
628,Nouakchott,MR,78.73,overcast clouds,18.0858,-15.9785,HOTEL IMAN
629,Ormara,PK,71.56,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
630,Benguela,AO,80.96,broken clouds,-12.5763,13.4055,Hotel Praia Morena
632,Porto Velho,BR,77.05,light rain,-8.7619,-63.9039,Hotel Central
634,Cabinda,AO,82.26,broken clouds,-5.55,12.2,Hotel Maiombe
635,Mocuba,MZ,76.59,few clouds,-16.8392,36.9856,Phama Lodge
640,Valparaiso,CL,69.44,scattered clouds,-33.0393,-71.6273,Hotel Ultramar
641,Pinotepa Nacional,MX,82.45,few clouds,16.3167,-98.0167,Hotel Maria Del Carmen
642,Cairns,AU,76.95,broken clouds,-16.9167,145.7667,Mantra Trilogy Cairns
